,date,trial,donor,receiver,donation.sec,observation.sec,,,
3,2010.12.06,1,bella,mya,1662,7200,,,
24,2010.12.07,2,bella,thecount,16,7200,,,
41,2010.12.07,2,veronica,thecount,174,7200,,,
45,2010.12.07,2,bella,thecount,16,7200,,,
62,2010.12.07,2,veronica,thecount,174,7200,,,
87,2010.12.09,4,bella,cerce,507,7200,,,
88,2010.12.09,4,countess,cerce,532,7200,,,
96,2010.12.09,4,maribelo,cerce,24,7200,,,
103,2010.12.09,4,vampirella,cerce,149,7200,,,
108,2010.12.09,4,bella,cerce,507,7200,,,
109,2010.12.09,4,countess,cerce,532,7200,,,
117,2010.12.09,4,maribelo,cerce,24,7200,,,
124,2010.12.09,4,vampirella,cerce,149,7200,,,
129,2010.12.09,4,bella,cerce,507,7200,,,
130,2010.12.09,4,countess,cerce,532,7200,,,
138,2010.12.09,4,maribelo,cerce,24,7200,,,
145,2010.12.09,4,vampirella,cerce,149,7200,,,
150,2010.12.09,4,bella,cerce,507,7200,,,
151,2010.12.09,4,countess,cerce,532,7200,,,
159,2010.12.09,4,maribelo,cerce,24,7200,,,
166,2010.12.09,4,vampirella,cerce,149,7200,,,
192,2010.12.11,6,cerce,bella,5,7200,,,
193,2010.12.11,6,countess,bella,190,7200,,,
196,2010.12.11,6,fuschia,bella,14,7200,,,
199,2010.12.11,6,helsing,bella,32,7200,,,
200,2010.12.11,6,lucy,bella,6,7200,,,
201,2010.12.11,6,maribelo,bella,316,7200,,,
203,2010.12.11,6,mya,bella,7,7200,,,
208,2010.12.11,6,vampirella,bella,5,7200,,,
213,2010.12.11,6,cerce,bella,5,7200,,,
214,2010.12.11,6,countess,bella,190,7200,,,
217,2010.12.11,6,fuschia,bella,14,7200,,,
220,2010.12.11,6,helsing,bella,32,7200,,,
221,2010.12.11,6,lucy,bella,6,7200,,,
222,2010.12.11,6,maribelo,bella,316,7200,,,
224,2010.12.11,6,mya,bella,7,7200,,,
229,2010.12.11,6,vampirella,bella,5,7200,,,
234,2010.12.11,6,cerce,bella,5,7200,,,
235,2010.12.11,6,countess,bella,190,7200,,,
238,2010.12.11,6,fuschia,bella,14,7200,,,
241,2010.12.11,6,helsing,bella,32,7200,,,
242,2010.12.11,6,lucy,bella,6,7200,,,
243,2010.12.11,6,maribelo,bella,316,7200,,,
245,2010.12.11,6,mya,bella,7,7200,,,
250,2010.12.11,6,vampirella,bella,5,7200,,,
255,2010.12.11,6,cerce,bella,5,7200,,,
256,2010.12.11,6,countess,bella,190,7200,,,
259,2010.12.11,6,fuschia,bella,14,7200,,,
262,2010.12.11,6,helsing,bella,32,7200,,,
263,2010.12.11,6,lucy,bella,6,7200,,,
264,2010.12.11,6,maribelo,bella,316,7200,,,
266,2010.12.11,6,mya,bella,7,7200,,,
271,2010.12.11,6,vampirella,bella,5,7200,,,
276,2010.12.11,6,cerce,bella,5,7200,,,
277,2010.12.11,6,countess,bella,190,7200,,,
280,2010.12.11,6,fuschia,bella,14,7200,,,
283,2010.12.11,6,helsing,bella,32,7200,,,
284,2010.12.11,6,lucy,bella,6,7200,,,
285,2010.12.11,6,maribelo,bella,316,7200,,,
287,2010.12.11,6,mya,bella,7,7200,,,
292,2010.12.11,6,vampirella,bella,5,7200,,,
297,2010.12.11,6,cerce,bella,5,7200,,,
298,2010.12.11,6,countess,bella,190,7200,,,
301,2010.12.11,6,fuschia,bella,14,7200,,,
304,2010.12.11,6,helsing,bella,32,7200,,,
305,2010.12.11,6,lucy,bella,6,7200,,,
306,2010.12.11,6,maribelo,bella,316,7200,,,
308,2010.12.11,6,mya,bella,7,7200,,,
313,2010.12.11,6,vampirella,bella,5,7200,,,
318,2010.12.11,6,cerce,bella,5,7200,,,
319,2010.12.11,6,countess,bella,190,7200,,,
322,2010.12.11,6,fuschia,bella,14,7200,,,
325,2010.12.11,6,helsing,bella,32,7200,,,
326,2010.12.11,6,lucy,bella,6,7200,,,
327,2010.12.11,6,maribelo,bella,316,7200,,,
329,2010.12.11,6,mya,bella,7,7200,,,
334,2010.12.11,6,vampirella,bella,5,7200,,,
339,2010.12.11,6,cerce,bella,5,7200,,,
340,2010.12.11,6,countess,bella,190,7200,,,
343,2010.12.11,6,fuschia,bella,14,7200,,,
346,2010.12.11,6,helsing,bella,32,7200,,,
347,2010.12.11,6,lucy,bella,6,7200,,,
348,2010.12.11,6,maribelo,bella,316,7200,,,
350,2010.12.11,6,mya,bella,7,7200,,,
355,2010.12.11,6,vampirella,bella,5,7200,,,
372,2010.12.12,7,mya,streblick,3315,7200,,,
383,2010.12.13,8,countess,helsing,43,7200,,,
389,2010.12.13,8,lucy,helsing,5,7200,,,
392,2010.12.13,8,mya,helsing,562,7200,,,
404,2010.12.13,8,countess,helsing,43,7200,,,
410,2010.12.13,8,lucy,helsing,5,7200,,,
413,2010.12.13,8,mya,helsing,562,7200,,,
425,2010.12.13,8,countess,helsing,43,7200,,,
431,2010.12.13,8,lucy,helsing,5,7200,,,
434,2010.12.13,8,mya,helsing,562,7200,,,
444,2010.12.14,9,bella,fuschia,71,7200,,,
446,2010.12.14,9,countess,fuschia,5,7200,,,
461,2010.12.14,9,veronica,fuschia,384,7200,,,
465,2010.12.14,9,bella,fuschia,71,7200,,,
467,2010.12.14,9,countess,fuschia,5,7200,,,
482,2010.12.14,9,veronica,fuschia,384,7200,,,
486,2010.12.14,9,bella,fuschia,71,7200,,,
488,2010.12.14,9,countess,fuschia,5,7200,,,
503,2010.12.14,9,veronica,fuschia,384,7200,,,
534,2010.12.17,11,gelfling,vampirella,632,7200,,,
540,2010.12.17,11,mya,vampirella,1333,7200,,,
555,2010.12.17,11,gelfling,vampirella,632,7200,,,
561,2010.12.17,11,mya,vampirella,1333,7200,,,
572,2010.12.18,12,countess,veronica,232,7200,,,
582,2010.12.18,12,mya,veronica,1356,7200,,,
586,2010.12.18,12,thecount,veronica,637,7200,,,
593,2010.12.18,12,countess,veronica,232,7200,,,
603,2010.12.18,12,mya,veronica,1356,7200,,,
607,2010.12.18,12,thecount,veronica,637,7200,,,
614,2010.12.18,12,countess,veronica,232,7200,,,
624,2010.12.18,12,mya,veronica,1356,7200,,,
628,2010.12.18,12,thecount,veronica,637,7200,,,
633,2010.12.19,13,bella,maribelo,37,7200,,,
642,2010.12.19,13,lucy,maribelo,1577,7200,,,
654,2010.12.19,13,bella,maribelo,37,7200,,,
663,2010.12.19,13,lucy,maribelo,1577,7200,,,
677,2010.12.21,14,countess,lucy,52,7200,,,
684,2010.12.21,14,maribelo,lucy,54,7200,,,
698,2010.12.21,14,countess,lucy,52,7200,,,
705,2010.12.21,14,maribelo,lucy,54,7200,,,
717,2010.12.27,15,bella,veronica,77,7200,,,
719,2010.12.27,15,countess,veronica,85,7200,,,
729,2010.12.27,15,mya,veronica,1068,7200,,,
733,2010.12.27,15,thecount,veronica,289,7200,,,
738,2010.12.27,15,bella,veronica,77,7200,,,
740,2010.12.27,15,countess,veronica,85,7200,,,
750,2010.12.27,15,mya,veronica,1068,7200,,,
754,2010.12.27,15,thecount,veronica,289,7200,,,
759,2010.12.27,15,bella,veronica,77,7200,,,
761,2010.12.27,15,countess,veronica,85,7200,,,
771,2010.12.27,15,mya,veronica,1068,7200,,,
775,2010.12.27,15,thecount,veronica,289,7200,,,
780,2010.12.27,15,bella,veronica,77,7200,,,
782,2010.12.27,15,countess,veronica,85,7200,,,
792,2010.12.27,15,mya,veronica,1068,7200,,,
796,2010.12.27,15,thecount,veronica,289,7200,,,
801,2010.12.28,16,bella,cerce,535,7200,,,
802,2010.12.28,16,countess,cerce,630,7200,,,
812,2010.12.28,16,mya,cerce,135,7200,,,
822,2010.12.28,16,bella,cerce,535,7200,,,
823,2010.12.28,16,countess,cerce,630,7200,,,
833,2010.12.28,16,mya,cerce,135,7200,,,
843,2010.12.28,16,bella,cerce,535,7200,,,
844,2010.12.28,16,countess,cerce,630,7200,,,
854,2010.12.28,16,mya,cerce,135,7200,,,
864,2010.12.29,17,bella,mya,1481,7200,,,
866,2010.12.29,17,countess,mya,43,7200,,,
877,2010.12.29,17,streblick,mya,1465,7200,,,
885,2010.12.29,17,bella,mya,1481,7200,,,
887,2010.12.29,17,countess,mya,43,7200,,,
898,2010.12.29,17,streblick,mya,1465,7200,,,
906,2010.12.29,17,bella,mya,1481,7200,,,
908,2010.12.29,17,countess,mya,43,7200,,,
919,2010.12.29,17,streblick,mya,1465,7200,,,
929,2010.12.30,18,countess,thecount,515,7200,,,
944,2010.12.30,18,veronica,thecount,149,7200,,,
950,2010.12.30,18,countess,thecount,515,7200,,,
965,2010.12.30,18,veronica,thecount,149,7200,,,
980,2010.12.31,19,mya,bella,670,7200,,,
990,2011.01.01,20,bella,vampirella,428,7200,,,
992,2011.01.01,20,countess,vampirella,271,7200,,,
996,2011.01.01,20,gelfling,vampirella,335,7200,,,
1002,2011.01.01,20,mya,vampirella,619,7200,,,
1011,2011.01.01,20,bella,vampirella,428,7200,,,
1013,2011.01.01,20,countess,vampirella,271,7200,,,
1017,2011.01.01,20,gelfling,vampirella,335,7200,,,
1023,2011.01.01,20,mya,vampirella,619,7200,,,
1032,2011.01.01,20,bella,vampirella,428,7200,,,
1034,2011.01.01,20,countess,vampirella,271,7200,,,
1038,2011.01.01,20,gelfling,vampirella,335,7200,,,
1044,2011.01.01,20,mya,vampirella,619,7200,,,
1053,2011.01.01,20,bella,vampirella,428,7200,,,
1055,2011.01.01,20,countess,vampirella,271,7200,,,
1059,2011.01.01,20,gelfling,vampirella,335,7200,,,
1065,2011.01.01,20,mya,vampirella,619,7200,,,
1074,2011.08.07,21,bella,vampirella,528,7200,,,
1082,2011.08.07,21,maribelo,vampirella,22,7200,,,
1084,2011.08.07,21,mya,vampirella,279,7200,,,
1092,2011.08.07,21,bella,vampirella,528,7200,,,
1100,2011.08.07,21,maribelo,vampirella,22,7200,,,
1102,2011.08.07,21,mya,vampirella,279,7200,,,
1110,2011.08.07,21,bella,vampirella,528,7200,,,
1118,2011.08.07,21,maribelo,vampirella,22,7200,,,
1120,2011.08.07,21,mya,vampirella,279,7200,,,
1132,2011.08.08,22,gomez,bella,472,7200,,,
1133,2011.08.08,22,helsing,bella,524,7200,,,
1134,2011.08.08,22,lucy,bella,21,7200,,,
1137,2011.08.08,22,mya,bella,87,7200,,,
1150,2011.08.08,22,gomez,bella,472,7200,,,
1151,2011.08.08,22,helsing,bella,524,7200,,,
1152,2011.08.08,22,lucy,bella,21,7200,,,
1155,2011.08.08,22,mya,bella,87,7200,,,
1168,2011.08.08,22,gomez,bella,472,7200,,,
1169,2011.08.08,22,helsing,bella,524,7200,,,
1170,2011.08.08,22,lucy,bella,21,7200,,,
1173,2011.08.08,22,mya,bella,87,7200,,,
1186,2011.08.08,22,gomez,bella,472,7200,,,
1187,2011.08.08,22,helsing,bella,524,7200,,,
1188,2011.08.08,22,lucy,bella,21,7200,,,
1191,2011.08.08,22,mya,bella,87,7200,,,
1200,2011.08.09,23,bella,mya,7,7200,,,
1210,2011.08.09,23,streblick,mya,387,7200,,,
1214,2011.08.09,23,veronica,mya,604,7200,,,
1218,2011.08.09,23,bella,mya,7,7200,,,
1228,2011.08.09,23,streblick,mya,387,7200,,,
1232,2011.08.09,23,veronica,mya,604,7200,,,
1236,2011.08.09,23,bella,mya,7,7200,,,
1246,2011.08.09,23,streblick,mya,387,7200,,,
1250,2011.08.09,23,veronica,mya,604,7200,,,
1254,2011.08.10,24,bella,veronica,244,7200,,,
1257,2011.08.10,24,fuschia,veronica,194,7200,,,
1261,2011.08.10,24,lucy,veronica,156,7200,,,
1264,2011.08.10,24,mya,veronica,820,7200,,,
1272,2011.08.10,24,bella,veronica,244,7200,,,
1275,2011.08.10,24,fuschia,veronica,194,7200,,,
1279,2011.08.10,24,lucy,veronica,156,7200,,,
1282,2011.08.10,24,mya,veronica,820,7200,,,
1290,2011.08.10,24,bella,veronica,244,7200,,,
1293,2011.08.10,24,fuschia,veronica,194,7200,,,
1297,2011.08.10,24,lucy,veronica,156,7200,,,
1300,2011.08.10,24,mya,veronica,820,7200,,,
1308,2011.08.10,24,bella,veronica,244,7200,,,
1311,2011.08.10,24,fuschia,veronica,194,7200,,,
1315,2011.08.10,24,lucy,veronica,156,7200,,,
1318,2011.08.10,24,mya,veronica,820,7200,,,
1326,2011.08.11,25,bella,lucy,23,7200,,,
1333,2011.08.11,25,maribelo,lucy,541,7200,,,
1335,2011.08.11,25,mya,lucy,770,7200,,,
1339,2011.08.11,25,vampirella,lucy,491,7200,,,
1340,2011.08.11,25,veronica,lucy,389,7200,,,
1341,2011.08.11,25,vlad,lucy,197,7200,,,
1344,2011.08.11,25,bella,lucy,23,7200,,,
1351,2011.08.11,25,maribelo,lucy,541,7200,,,
1353,2011.08.11,25,mya,lucy,770,7200,,,
1357,2011.08.11,25,vampirella,lucy,491,7200,,,
1358,2011.08.11,25,veronica,lucy,389,7200,,,
1359,2011.08.11,25,vlad,lucy,197,7200,,,
1362,2011.08.11,25,bella,lucy,23,7200,,,
1369,2011.08.11,25,maribelo,lucy,541,7200,,,
1371,2011.08.11,25,mya,lucy,770,7200,,,
1375,2011.08.11,25,vampirella,lucy,491,7200,,,
1376,2011.08.11,25,veronica,lucy,389,7200,,,
1377,2011.08.11,25,vlad,lucy,197,7200,,,
1380,2011.08.11,25,bella,lucy,23,7200,,,
1387,2011.08.11,25,maribelo,lucy,541,7200,,,
1389,2011.08.11,25,mya,lucy,770,7200,,,
1393,2011.08.11,25,vampirella,lucy,491,7200,,,
1394,2011.08.11,25,veronica,lucy,389,7200,,,
1395,2011.08.11,25,vlad,lucy,197,7200,,,
1398,2011.08.11,25,bella,lucy,23,7200,,,
1405,2011.08.11,25,maribelo,lucy,541,7200,,,
1407,2011.08.11,25,mya,lucy,770,7200,,,
1411,2011.08.11,25,vampirella,lucy,491,7200,,,
1412,2011.08.11,25,veronica,lucy,389,7200,,,
1413,2011.08.11,25,vlad,lucy,197,7200,,,
1416,2011.08.11,25,bella,lucy,23,7200,,,
1423,2011.08.11,25,maribelo,lucy,541,7200,,,
1425,2011.08.11,25,mya,lucy,770,7200,,,
1429,2011.08.11,25,vampirella,lucy,491,7200,,,
1430,2011.08.11,25,veronica,lucy,389,7200,,,
1431,2011.08.11,25,vlad,lucy,197,7200,,,
1434,2011.08.15,26,bella,vampirella,59,7200,,,
1441,2011.08.15,26,lucy,vampirella,5,7200,,,
1442,2011.08.15,26,maribelo,vampirella,566,7200,,,
1444,2011.08.15,26,mya,vampirella,236,7200,,,
1447,2011.08.15,26,thecount,vampirella,321,7200,,,
1448,2011.08.15,26,veronica,vampirella,23,7200,,,
1452,2011.08.15,26,bella,vampirella,59,7200,,,
1459,2011.08.15,26,lucy,vampirella,5,7200,,,
1460,2011.08.15,26,maribelo,vampirella,566,7200,,,
1462,2011.08.15,26,mya,vampirella,236,7200,,,
1465,2011.08.15,26,thecount,vampirella,321,7200,,,
1466,2011.08.15,26,veronica,vampirella,23,7200,,,
1470,2011.08.15,26,bella,vampirella,59,7200,,,
1477,2011.08.15,26,lucy,vampirella,5,7200,,,
1478,2011.08.15,26,maribelo,vampirella,566,7200,,,
1480,2011.08.15,26,mya,vampirella,236,7200,,,
1483,2011.08.15,26,thecount,vampirella,321,7200,,,
1484,2011.08.15,26,veronica,vampirella,23,7200,,,
1488,2011.08.15,26,bella,vampirella,59,7200,,,
1495,2011.08.15,26,lucy,vampirella,5,7200,,,
1496,2011.08.15,26,maribelo,vampirella,566,7200,,,
1498,2011.08.15,26,mya,vampirella,236,7200,,,
1501,2011.08.15,26,thecount,vampirella,321,7200,,,
1502,2011.08.15,26,veronica,vampirella,23,7200,,,
1506,2011.08.15,26,bella,vampirella,59,7200,,,
1513,2011.08.15,26,lucy,vampirella,5,7200,,,
1514,2011.08.15,26,maribelo,vampirella,566,7200,,,
1516,2011.08.15,26,mya,vampirella,236,7200,,,
1519,2011.08.15,26,thecount,vampirella,321,7200,,,
1520,2011.08.15,26,veronica,vampirella,23,7200,,,
1524,2011.08.15,26,bella,vampirella,59,7200,,,
1531,2011.08.15,26,lucy,vampirella,5,7200,,,
1532,2011.08.15,26,maribelo,vampirella,566,7200,,,
1534,2011.08.15,26,mya,vampirella,236,7200,,,
1537,2011.08.15,26,thecount,vampirella,321,7200,,,
1538,2011.08.15,26,veronica,vampirella,23,7200,,,
1542,2011.08.16,27,bella,mya,83,7200,,,
1551,2011.08.16,27,mina,mya,38,7200,,,
1556,2011.08.16,27,veronica,mya,721,7200,,,
1560,2011.08.16,27,bella,mya,83,7200,,,
1569,2011.08.16,27,mina,mya,38,7200,,,
1574,2011.08.16,27,veronica,mya,721,7200,,,
1578,2011.08.16,27,bella,mya,83,7200,,,
1587,2011.08.16,27,mina,mya,38,7200,,,
1592,2011.08.16,27,veronica,mya,721,7200,,,
1601,2011.08.17,28,helsing,bella,630,7200,,,
1602,2011.08.17,28,lucy,bella,206,7200,,,
1603,2011.08.17,28,maribelo,bella,17,7200,,,
1604,2011.08.17,28,mina,bella,188,7200,,,
1609,2011.08.17,28,vampirella,bella,35,7200,,,
1610,2011.08.17,28,veronica,bella,90,7200,,,
1619,2011.08.17,28,helsing,bella,630,7200,,,
1620,2011.08.17,28,lucy,bella,206,7200,,,
1621,2011.08.17,28,maribelo,bella,17,7200,,,
1622,2011.08.17,28,mina,bella,188,7200,,,
1627,2011.08.17,28,vampirella,bella,35,7200,,,
1628,2011.08.17,28,veronica,bella,90,7200,,,
1637,2011.08.17,28,helsing,bella,630,7200,,,
1638,2011.08.17,28,lucy,bella,206,7200,,,
1639,2011.08.17,28,maribelo,bella,17,7200,,,
1640,2011.08.17,28,mina,bella,188,7200,,,
1645,2011.08.17,28,vampirella,bella,35,7200,,,
1646,2011.08.17,28,veronica,bella,90,7200,,,
1655,2011.08.17,28,helsing,bella,630,7200,,,
1656,2011.08.17,28,lucy,bella,206,7200,,,
1657,2011.08.17,28,maribelo,bella,17,7200,,,
1658,2011.08.17,28,mina,bella,188,7200,,,
1663,2011.08.17,28,vampirella,bella,35,7200,,,
1664,2011.08.17,28,veronica,bella,90,7200,,,
1673,2011.08.17,28,helsing,bella,630,7200,,,
1674,2011.08.17,28,lucy,bella,206,7200,,,
1675,2011.08.17,28,maribelo,bella,17,7200,,,
1676,2011.08.17,28,mina,bella,188,7200,,,
1681,2011.08.17,28,vampirella,bella,35,7200,,,
1682,2011.08.17,28,veronica,bella,90,7200,,,
1691,2011.08.17,28,helsing,bella,630,7200,,,
1692,2011.08.17,28,lucy,bella,206,7200,,,
1693,2011.08.17,28,maribelo,bella,17,7200,,,
